Num1,Num2,Num3,Num4,Num5,Num6,combined
3,18,19,23,32,45,Num1: 3; Num2: 18; Num3: 19; Num4: 23; Num5: 32; Num6: 45
15,21,31,32,41,43,Num1: 15; Num2: 21; Num3: 31; Num4: 32; Num5: 41; Num6: 43
6,10,18,25,34,35,Num1: 6; Num2: 10; Num3: 18; Num4: 25; Num5: 34; Num6: 35
14,20,23,31,37,38,Num1: 14; Num2: 20; Num3: 23; Num4: 31; Num5: 37; Num6: 38
3,12,13,18,31,32,Num1: 3; Num2: 12; Num3: 13; Num4: 18; Num5: 31; Num6: 32
1,10,13,26,32,36,Num1: 1; Num2: 10; Num3: 13; Num4: 26; Num5: 32; Num6: 36
5,9,14,26,30,43,Num1: 5; Num2: 9; Num3: 14; Num4: 26; Num5: 30; Num6: 43
10,11,12,18,24,42,Num1: 10; Num2: 11; Num3: 12; Num4: 18; Num5: 24; Num6: 42
17,25,28,37,43,44,Num1: 17; Num2: 25; Num3: 28; Num4: 37; Num5: 43; Num6: 44
1,4,10,12,28,45,Num1: 1; Num2: 4; Num3: 10; Num4: 12; Num5: 28; Num6: 45
12,17,23,34,42,45,Num1: 12; Num2: 17; Num3: 23; Num4: 34; Num5: 42; Num6: 45
2,10,14,22,32,36,Num1: 2; Num2: 10; Num3: 14; Num4: 22; Num5: 32; Num6: 36
5,22,31,32,39,45,Num1: 5; Num2: 22; Num3: 31; Num4: 32; Num5: 39; Num6: 45
1,21,26,36,40,41,Num1: 1; Num2: 21; Num3: 26; Num4: 36; Num5: 40; Num6: 41
3,10,13,26,34,38,Num1: 3; Num2: 10; Num3: 13; Num4: 26; Num5: 34; Num6: 38
6,7,18,19,30,38,Num1: 6; Num2: 7; Num3: 18; Num4: 19; Num5: 30; Num6: 38
10,15,21,35,38,43,Num1: 10; Num2: 15; Num3: 21; Num4: 35; Num5: 38; Num6: 43
2,7,19,25,29,36,Num1: 2; Num2: 7; Num3: 19; Num4: 25; Num5: 29; Num6: 36
2,10,12,31,33,42,Num1: 2; Num2: 10; Num3: 12; Num4: 31; Num5: 33; Num6: 42
3,8,19,27,30,41,Num1: 3; Num2: 8; Num3: 19; Num4: 27; Num5: 30; Num6: 41
2,6,7,12,19,45,Num1: 2; Num2: 6; Num3: 7; Num4: 12; Num5: 19; Num6: 45
2,10,11,19,35,39,Num1: 2; Num2: 10; Num3: 11; Num4: 19; Num5: 35; Num6: 39
5,6,13,16,27,28,Num1: 5; Num2: 6; Num3: 13; Num4: 16; Num5: 27; Num6: 28
12,15,16,20,24,30,Num1: 12; Num2: 15; Num3: 16; Num4: 20; Num5: 24; Num6: 30
4,6,15,25,26,33,Num1: 4; Num2: 6; Num3: 15; Num4: 25; Num5: 26; Num6: 33
3,10,23,24,31,39,Num1: 3; Num2: 10; Num3: 23; Num4: 24; Num5: 31; Num6: 39
14,15,16,17,38,45,Num1: 14; Num2: 15; Num3: 16; Num4: 17; Num5: 38; Num6: 45
6,18,31,34,38,45,Num1: 6; Num2: 18; Num3: 31; Num4: 34; Num5: 38; Num6: 45
11,16,18,19,24,39,Num1: 11; Num2: 16; Num3: 18; Num4: 19; Num5: 24; Num6: 39
15,17,19,21,27,45,Num1: 15; Num2: 17; Num3: 19; Num4: 21; Num5: 27; Num6: 45
6,12,19,24,34,41,Num1: 6; Num2: 12; Num3: 19; Num4: 24; Num5: 34; Num6: 41
6,21,35,36,37,41,Num1: 6; Num2: 21; Num3: 35; Num4: 36; Num5: 37; Num6: 41
6,12,17,21,34,37,Num1: 6; Num2: 12; Num3: 17; Num4: 21; Num5: 34; Num6: 37
8,9,18,21,28,40,Num1: 8; Num2: 9; Num3: 18; Num4: 21; Num5: 28; Num6: 40
11,12,29,33,38,42,Num1: 11; Num2: 12; Num3: 29; Num4: 33; Num5: 38; Num6: 42
12,15,18,28,34,42,Num1: 12; Num2: 15; Num3: 18; Num4: 28; Num5: 34; Num6: 42
8,12,19,21,31,35,Num1: 8; Num2: 12; Num3: 19; Num4: 21; Num5: 31; Num6: 35
5,6,11,14,21,41,Num1: 5; Num2: 6; Num3: 11; Num4: 14; Num5: 21; Num6: 41
6,10,17,18,21,29,Num1: 6; Num2: 10; Num3: 17; Num4: 18; Num5: 21; Num6: 29
1,9,12,23,39,43,Num1: 1; Num2: 9; Num3: 12; Num4: 23; Num5: 39; Num6: 43
5,7,11,16,41,45,Num1: 5; Num2: 7; Num3: 11; Num4: 16; Num5: 41; Num6: 45
7,27,29,30,38,44,Num1: 7; Num2: 27; Num3: 29; Num4: 30; Num5: 38; Num6: 44
5,15,20,31,34,42,Num1: 5; Num2: 15; Num3: 20; Num4: 31; Num5: 34; Num6: 42
9,30,34,35,39,41,Num1: 9; Num2: 30; Num3: 34; Num4: 35; Num5: 39; Num6: 41
1,3,8,12,42,43,Num1: 1; Num2: 3; Num3: 8; Num4: 12; Num5: 42; Num6: 43
7,22,24,31,34,36,Num1: 7; Num2: 22; Num3: 24; Num4: 31; Num5: 34; Num6: 36
3,8,16,32,34,43,Num1: 3; Num2: 8; Num3: 16; Num4: 32; Num5: 34; Num6: 43
1,3,12,21,26,41,Num1: 1; Num2: 3; Num3: 12; Num4: 21; Num5: 26; Num6: 41
4,7,11,24,42,45,Num1: 4; Num2: 7; Num3: 11; Num4: 24; Num5: 42; Num6: 45
10,22,27,31,42,43,Num1: 10; Num2: 22; Num3: 27; Num4: 31; Num5: 42; Num6: 43
9,33,36,40,42,43,Num1: 9; Num2: 33; Num3: 36; Num4: 40; Num5: 42; Num6: 43
5,9,12,30,39,43,Num1: 5; Num2: 9; Num3: 12; Num4: 30; Num5: 39; Num6: 43
6,7,11,17,33,44,Num1: 6; Num2: 7; Num3: 11; Num4: 17; Num5: 33; Num6: 44
10,14,16,18,27,28,Num1: 10; Num2: 14; Num3: 16; Num4: 18; Num5: 27; Num6: 28
13,14,26,28,30,36,Num1: 13; Num2: 14; Num3: 26; Num4: 28; Num5: 30; Num6: 36
2,8,17,24,29,31,Num1: 2; Num2: 8; Num3: 17; Num4: 24; Num5: 29; Num6: 31
2,17,19,24,37,41,Num1: 2; Num2: 17; Num3: 19; Num4: 24; Num5: 37; Num6: 41
4,16,20,33,40,43,Num1: 4; Num2: 16; Num3: 20; Num4: 33; Num5: 40; Num6: 43
3,4,16,20,28,44,Num1: 3; Num2: 4; Num3: 16; Num4: 20; Num5: 28; Num6: 44
1,2,15,19,24,36,Num1: 1; Num2: 2; Num3: 15; Num4: 19; Num5: 24; Num6: 36
12,14,24,26,34,45,Num1: 12; Num2: 14; Num3: 24; Num4: 26; Num5: 34; Num6: 45
3,10,13,22,31,32,Num1: 3; Num2: 10; Num3: 13; Num4: 22; Num5: 31; Num6: 32
7,9,12,14,23,28,Num1: 7; Num2: 9; Num3: 12; Num4: 14; Num5: 23; Num6: 28
3,12,33,36,42,45,Num1: 3; Num2: 12; Num3: 33; Num4: 36; Num5: 42; Num6: 45
1,2,3,9,12,23,Num1: 1; Num2: 2; Num3: 3; Num4: 9; Num5: 12; Num6: 23
10,15,18,21,34,41,Num1: 10; Num2: 15; Num3: 18; Num4: 21; Num5: 34; Num6: 41
15,19,21,34,41,44,Num1: 15; Num2: 19; Num3: 21; Num4: 34; Num5: 41; Num6: 44
8,10,13,36,37,40,Num1: 8; Num2: 10; Num3: 13; Num4: 36; Num5: 37; Num6: 40
5,21,27,34,44,45,Num1: 5; Num2: 21; Num3: 27; Num4: 34; Num5: 44; Num6: 45
4,8,9,16,17,19,Num1: 4; Num2: 8; Num3: 9; Num4: 16; Num5: 17; Num6: 19
7,22,29,33,34,35,Num1: 7; Num2: 22; Num3: 29; Num4: 33; Num5: 34; Num6: 35
23,27,28,38,42,43,Num1: 23; Num2: 27; Num3: 28; Num4: 38; Num5: 42; Num6: 43
13,15,18,24,27,41,Num1: 13; Num2: 15; Num3: 18; Num4: 24; Num5: 27; Num6: 41
2,11,17,18,21,27,Num1: 2; Num2: 11; Num3: 17; Num4: 18; Num5: 21; Num6: 27
5,10,13,27,37,41,Num1: 5; Num2: 10; Num3: 13; Num4: 27; Num5: 37; Num6: 41
6,16,37,38,41,45,Num1: 6; Num2: 16; Num3: 37; Num4: 38; Num5: 41; Num6: 45
11,24,32,33,35,40,Num1: 11; Num2: 24; Num3: 32; Num4: 33; Num5: 35; Num6: 40
2,4,5,17,27,32,Num1: 2; Num2: 4; Num3: 5; Num4: 17; Num5: 27; Num6: 32
2,7,13,25,42,45,Num1: 2; Num2: 7; Num3: 13; Num4: 25; Num5: 42; Num6: 45
4,10,14,15,18,22,Num1: 4; Num2: 10; Num3: 14; Num4: 15; Num5: 18; Num6: 22
11,17,21,26,36,45,Num1: 11; Num2: 17; Num3: 21; Num4: 26; Num5: 36; Num6: 45
3,6,10,30,34,37,Num1: 3; Num2: 6; Num3: 10; Num4: 30; Num5: 34; Num6: 37
7,8,10,19,21,31,Num1: 7; Num2: 8; Num3: 10; Num4: 19; Num5: 21; Num6: 31
1,11,21,23,34,44,Num1: 1; Num2: 11; Num3: 21; Num4: 23; Num5: 34; Num6: 44
6,7,19,21,41,43,Num1: 6; Num2: 7; Num3: 19; Num4: 21; Num5: 41; Num6: 43
2,8,33,35,37,41,Num1: 2; Num2: 8; Num3: 33; Num4: 35; Num5: 37; Num6: 41
20,30,33,35,36,44,Num1: 20; Num2: 30; Num3: 33; Num4: 35; Num5: 36; Num6: 44
12,14,21,30,39,43,Num1: 12; Num2: 14; Num3: 21; Num4: 30; Num5: 39; Num6: 43
1,28,35,41,43,44,Num1: 1; Num2: 28; Num3: 35; Num4: 41; Num5: 43; Num6: 44
1,12,29,34,36,37,Num1: 1; Num2: 12; Num3: 29; Num4: 34; Num5: 36; Num6: 37
4,8,13,19,20,43,Num1: 4; Num2: 8; Num3: 13; Num4: 19; Num5: 20; Num6: 43
4,11,20,23,32,39,Num1: 4; Num2: 11; Num3: 20; Num4: 23; Num5: 32; Num6: 39
2,11,19,25,28,32,Num1: 2; Num2: 11; Num3: 19; Num4: 25; Num5: 28; Num6: 32
2,6,13,16,29,30,Num1: 2; Num2: 6; Num3: 13; Num4: 16; Num5: 29; Num6: 30
2,7,27,33,41,44,Num1: 2; Num2: 7; Num3: 27; Num4: 33; Num5: 41; Num6: 44
1,7,22,33,37,40,Num1: 1; Num2: 7; Num3: 22; Num4: 33; Num5: 37; Num6: 40
2,5,15,18,19,23,Num1: 2; Num2: 5; Num3: 15; Num4: 18; Num5: 19; Num6: 23
17,20,30,31,33,45,Num1: 17; Num2: 20; Num3: 30; Num4: 31; Num5: 33; Num6: 45
11,15,24,35,37,45,Num1: 11; Num2: 15; Num3: 24; Num4: 35; Num5: 37; Num6: 45
3,4,9,24,25,33,Num1: 3; Num2: 4; Num3: 9; Num4: 24; Num5: 25; Num6: 33
10,18,30,36,39,44,Num1: 10; Num2: 18; Num3: 30; Num4: 36; Num5: 39; Num6: 44
2,10,16,19,34,45,Num1: 2; Num2: 10; Num3: 16; Num4: 19; Num5: 34; Num6: 45
2,12,19,24,39,44,Num1: 2; Num2: 12; Num3: 19; Num4: 24; Num5: 39; Num6: 44
3,4,6,10,28,30,Num1: 3; Num2: 4; Num3: 6; Num4: 10; Num5: 28; Num6: 30
1,6,17,22,28,45,Num1: 1; Num2: 6; Num3: 17; Num4: 22; Num5: 28; Num6: 45
1,4,8,23,33,42,Num1: 1; Num2: 4; Num3: 8; Num4: 23; Num5: 33; Num6: 42
10,28,31,33,41,44,Num1: 10; Num2: 28; Num3: 31; Num4: 33; Num5: 41; Num6: 44
3,13,16,24,26,29,Num1: 3; Num2: 13; Num3: 16; Num4: 24; Num5: 26; Num6: 29
3,10,14,16,36,38,Num1: 3; Num2: 10; Num3: 14; Num4: 16; Num5: 36; Num6: 38
11,23,28,29,30,44,Num1: 11; Num2: 23; Num3: 28; Num4: 29; Num5: 30; Num6: 44
4,5,8,16,21,29,Num1: 4; Num2: 5; Num3: 8; Num4: 16; Num5: 21; Num6: 29
3,11,13,21,33,37,Num1: 3; Num2: 11; Num3: 13; Num4: 21; Num5: 33; Num6: 37
2,5,8,11,33,39,Num1: 2; Num2: 5; Num3: 8; Num4: 11; Num5: 33; Num6: 39
1,7,16,18,34,38,Num1: 1; Num2: 7; Num3: 16; Num4: 18; Num5: 34; Num6: 38
4,18,26,33,34,38,Num1: 4; Num2: 18; Num3: 26; Num4: 33; Num5: 34; Num6: 38
7,15,20,25,33,43,Num1: 7; Num2: 15; Num3: 20; Num4: 25; Num5: 33; Num6: 43
1,6,11,28,34,42,Num1: 1; Num2: 6; Num3: 11; Num4: 28; Num5: 34; Num6: 42
3,11,14,15,32,36,Num1: 3; Num2: 11; Num3: 14; Num4: 15; Num5: 32; Num6: 36
15,27,33,35,43,45,Num1: 15; Num2: 27; Num3: 33; Num4: 35; Num5: 43; Num6: 45
24,25,33,34,38,39,Num1: 24; Num2: 25; Num3: 33; Num4: 34; Num5: 38; Num6: 39
7,17,19,30,36,38,Num1: 7; Num2: 17; Num3: 19; Num4: 30; Num5: 36; Num6: 38
5,15,22,23,34,35,Num1: 5; Num2: 15; Num3: 22; Num4: 23; Num5: 34; Num6: 35
1,8,10,13,28,42,Num1: 1; Num2: 8; Num3: 10; Num4: 13; Num5: 28; Num6: 42
7,12,15,24,25,43,Num1: 7; Num2: 12; Num3: 15; Num4: 24; Num5: 25; Num6: 43
6,7,12,28,38,40,Num1: 6; Num2: 7; Num3: 12; Num4: 28; Num5: 38; Num6: 40
1,11,15,17,25,39,Num1: 1; Num2: 11; Num3: 15; Num4: 17; Num5: 25; Num6: 39
6,13,20,27,28,40,Num1: 6; Num2: 13; Num3: 20; Num4: 27; Num5: 28; Num6: 40
17,23,27,35,38,43,Num1: 17; Num2: 23; Num3: 27; Num4: 35; Num5: 38; Num6: 43
21,24,27,29,43,44,Num1: 21; Num2: 24; Num3: 27; Num4: 29; Num5: 43; Num6: 44
4,10,19,29,32,42,Num1: 4; Num2: 10; Num3: 19; Num4: 29; Num5: 32; Num6: 42
3,5,7,14,26,34,Num1: 3; Num2: 5; Num3: 7; Num4: 14; Num5: 26; Num6: 34
4,5,6,12,25,37,Num1: 4; Num2: 5; Num3: 6; Num4: 12; Num5: 25; Num6: 37
12,15,24,36,41,44,Num1: 12; Num2: 15; Num3: 24; Num4: 36; Num5: 41; Num6: 44
1,8,17,34,39,45,Num1: 1; Num2: 8; Num3: 17; Num4: 34; Num5: 39; Num6: 45
1,8,11,15,18,45,Num1: 1; Num2: 8; Num3: 11; Num4: 15; Num5: 18; Num6: 45
9,10,14,25,27,31,Num1: 9; Num2: 10; Num3: 14; Num4: 25; Num5: 27; Num6: 31
7,10,17,29,33,44,Num1: 7; Num2: 10; Num3: 17; Num4: 29; Num5: 33; Num6: 44
8,21,28,31,36,45,Num1: 8; Num2: 21; Num3: 28; Num4: 31; Num5: 36; Num6: 45
7,9,10,13,31,35,Num1: 7; Num2: 9; Num3: 10; Num4: 13; Num5: 31; Num6: 35
11,18,26,27,40,41,Num1: 11; Num2: 18; Num3: 26; Num4: 27; Num5: 40; Num6: 41
7,8,20,29,33,38,Num1: 7; Num2: 8; Num3: 20; Num4: 29; Num5: 33; Num6: 38
12,14,15,24,27,32,Num1: 12; Num2: 14; Num3: 15; Num4: 24; Num5: 27; Num6: 32
15,17,25,37,42,43,Num1: 15; Num2: 17; Num3: 25; Num4: 37; Num5: 42; Num6: 43
2,4,6,11,17,28,Num1: 2; Num2: 4; Num3: 6; Num4: 11; Num5: 17; Num6: 28
5,6,11,17,38,44,Num1: 5; Num2: 6; Num3: 11; Num4: 17; Num5: 38; Num6: 44
10,20,33,36,41,44,Num1: 10; Num2: 20; Num3: 33; Num4: 36; Num5: 41; Num6: 44
3,5,8,19,38,42,Num1: 3; Num2: 5; Num3: 8; Num4: 19; Num5: 38; Num6: 42
5,6,9,11,15,37,Num1: 5; Num2: 6; Num3: 9; Num4: 11; Num5: 15; Num6: 37
2,3,12,20,27,38,Num1: 2; Num2: 3; Num3: 12; Num4: 20; Num5: 27; Num6: 38
4,9,23,33,39,44,Num1: 4; Num2: 9; Num3: 23; Num4: 33; Num5: 39; Num6: 44
7,18,19,27,29,42,Num1: 7; Num2: 18; Num3: 19; Num4: 27; Num5: 29; Num6: 42
8,19,25,28,32,36,Num1: 8; Num2: 19; Num3: 25; Num4: 28; Num5: 32; Num6: 36
10,14,19,39,40,43,Num1: 10; Num2: 14; Num3: 19; Num4: 39; Num5: 40; Num6: 43
3,7,14,16,31,40,Num1: 3; Num2: 7; Num3: 14; Num4: 16; Num5: 31; Num6: 40
7,37,38,39,40,44,Num1: 7; Num2: 37; Num3: 38; Num4: 39; Num5: 40; Num6: 44
16,21,26,31,36,43,Num1: 16; Num2: 21; Num3: 26; Num4: 31; Num5: 36; Num6: 43
5,6,26,27,38,39,Num1: 5; Num2: 6; Num3: 26; Num4: 27; Num5: 38; Num6: 39
3,13,15,40,41,44,Num1: 3; Num2: 13; Num3: 15; Num4: 40; Num5: 41; Num6: 44
11,12,16,26,29,44,Num1: 11; Num2: 12; Num3: 16; Num4: 26; Num5: 29; Num6: 44
3,4,7,11,31,41,Num1: 3; Num2: 4; Num3: 7; Num4: 11; Num5: 31; Num6: 41
3,21,22,33,41,42,Num1: 3; Num2: 21; Num3: 22; Num4: 33; Num5: 41; Num6: 42
13,19,28,37,38,43,Num1: 13; Num2: 19; Num3: 28; Num4: 37; Num5: 38; Num6: 43
5,16,21,23,24,30,Num1: 5; Num2: 16; Num3: 21; Num4: 23; Num5: 24; Num6: 30
2,9,24,41,43,45,Num1: 2; Num2: 9; Num3: 24; Num4: 41; Num5: 43; Num6: 45
1,4,16,26,40,41,Num1: 1; Num2: 4; Num3: 16; Num4: 26; Num5: 40; Num6: 41
5,13,17,23,28,36,Num1: 5; Num2: 13; Num3: 17; Num4: 23; Num5: 28; Num6: 36
15,24,31,32,33,40,Num1: 15; Num2: 24; Num3: 31; Num4: 32; Num5: 33; Num6: 40
8,17,18,24,39,45,Num1: 8; Num2: 17; Num3: 18; Num4: 24; Num5: 39; Num6: 45
11,18,21,36,37,43,Num1: 11; Num2: 18; Num3: 21; Num4: 36; Num5: 37; Num6: 43
14,15,18,21,26,35,Num1: 14; Num2: 15; Num3: 18; Num4: 21; Num5: 26; Num6: 35
6,15,22,23,25,32,Num1: 6; Num2: 15; Num3: 22; Num4: 23; Num5: 25; Num6: 32
7,18,22,24,31,34,Num1: 7; Num2: 18; Num3: 22; Num4: 24; Num5: 31; Num6: 34
3,16,22,37,38,44,Num1: 3; Num2: 16; Num3: 22; Num4: 37; Num5: 38; Num6: 44
6,7,15,16,20,31,Num1: 6; Num2: 7; Num3: 15; Num4: 16; Num5: 20; Num6: 31
11,13,25,26,29,33,Num1: 11; Num2: 13; Num3: 25; Num4: 26; Num5: 29; Num6: 33
4,10,11,12,20,27,Num1: 4; Num2: 10; Num3: 11; Num4: 12; Num5: 20; Num6: 27
9,12,19,20,39,41,Num1: 9; Num2: 12; Num3: 19; Num4: 20; Num5: 39; Num6: 41
15,18,21,32,35,44,Num1: 15; Num2: 18; Num3: 21; Num4: 32; Num5: 35; Num6: 44
1,2,4,23,31,34,Num1: 1; Num2: 2; Num3: 4; Num4: 23; Num5: 31; Num6: 34
8,17,21,24,27,31,Num1: 8; Num2: 17; Num3: 21; Num4: 24; Num5: 27; Num6: 31
19,28,31,38,43,44,Num1: 19; Num2: 28; Num3: 31; Num4: 38; Num5: 43; Num6: 44
1,7,12,15,23,42,Num1: 1; Num2: 7; Num3: 12; Num4: 15; Num5: 23; Num6: 42
2,9,22,25,31,45,Num1: 2; Num2: 9; Num3: 22; Num4: 25; Num5: 31; Num6: 45
13,14,26,33,40,43,Num1: 13; Num2: 14; Num3: 26; Num4: 33; Num5: 40; Num6: 43
3,6,7,20,21,39,Num1: 3; Num2: 6; Num3: 7; Num4: 20; Num5: 21; Num6: 39
1,7,19,26,27,35,Num1: 1; Num2: 7; Num3: 19; Num4: 26; Num5: 27; Num6: 35
7,13,30,39,41,45,Num1: 7; Num2: 13; Num3: 30; Num4: 39; Num5: 41; Num6: 45
9,15,16,21,28,34,Num1: 9; Num2: 15; Num3: 16; Num4: 21; Num5: 28; Num6: 34
1,2,6,16,19,42,Num1: 1; Num2: 2; Num3: 6; Num4: 16; Num5: 19; Num6: 42
2,16,17,32,39,45,Num1: 2; Num2: 16; Num3: 17; Num4: 32; Num5: 39; Num6: 45
6,8,13,30,35,40,Num1: 6; Num2: 8; Num3: 13; Num4: 30; Num5: 35; Num6: 40
8,16,25,30,42,43,Num1: 8; Num2: 16; Num3: 25; Num4: 30; Num5: 42; Num6: 43
4,5,11,12,24,27,Num1: 4; Num2: 5; Num3: 11; Num4: 12; Num5: 24; Num6: 27
5,13,18,23,40,45,Num1: 5; Num2: 13; Num3: 18; Num4: 23; Num5: 40; Num6: 45
10,17,18,19,23,27,Num1: 10; Num2: 17; Num3: 18; Num4: 19; Num5: 23; Num6: 27
8,21,25,39,40,44,Num1: 8; Num2: 21; Num3: 25; Num4: 39; Num5: 40; Num6: 44
7,8,11,16,41,44,Num1: 7; Num2: 8; Num3: 11; Num4: 16; Num5: 41; Num6: 44
6,9,18,19,25,33,Num1: 6; Num2: 9; Num3: 18; Num4: 19; Num5: 25; Num6: 33
2,22,27,33,36,37,Num1: 2; Num2: 22; Num3: 27; Num4: 33; Num5: 36; Num6: 37
14,18,20,23,28,36,Num1: 14; Num2: 18; Num3: 20; Num4: 23; Num5: 28; Num6: 36
4,8,27,34,39,40,Num1: 4; Num2: 8; Num3: 27; Num4: 34; Num5: 39; Num6: 40
4,8,18,19,39,44,Num1: 4; Num2: 8; Num3: 18; Num4: 19; Num5: 39; Num6: 44
8,14,23,36,38,39,Num1: 8; Num2: 14; Num3: 23; Num4: 36; Num5: 38; Num6: 39
1,5,6,14,20,39,Num1: 1; Num2: 5; Num3: 6; Num4: 14; Num5: 20; Num6: 39
1,2,7,9,10,38,Num1: 1; Num2: 2; Num3: 7; Num4: 9; Num5: 10; Num6: 38
2,6,18,21,33,34,Num1: 2; Num2: 6; Num3: 18; Num4: 21; Num5: 33; Num6: 34
2,19,25,26,27,43,Num1: 2; Num2: 19; Num3: 25; Num4: 26; Num5: 27; Num6: 43
13,14,22,27,30,38,Num1: 13; Num2: 14; Num3: 22; Num4: 27; Num5: 30; Num6: 38
2,16,19,31,34,35,Num1: 2; Num2: 16; Num3: 19; Num4: 31; Num5: 34; Num6: 35
5,11,14,27,29,36,Num1: 5; Num2: 11; Num3: 14; Num4: 27; Num5: 29; Num6: 36
5,12,17,29,34,35,Num1: 5; Num2: 12; Num3: 17; Num4: 29; Num5: 34; Num6: 35
4,12,24,33,38,45,Num1: 4; Num2: 12; Num3: 24; Num4: 33; Num5: 38; Num6: 45
8,10,23,24,35,43,Num1: 8; Num2: 10; Num3: 23; Num4: 24; Num5: 35; Num6: 43
3,4,12,14,25,43,Num1: 3; Num2: 4; Num3: 12; Num4: 14; Num5: 25; Num6: 43
8,24,28,35,38,40,Num1: 8; Num2: 24; Num3: 28; Num4: 35; Num5: 38; Num6: 40
2,8,13,25,28,37,Num1: 2; Num2: 8; Num3: 13; Num4: 25; Num5: 28; Num6: 37
9,10,13,24,33,38,Num1: 9; Num2: 10; Num3: 13; Num4: 24; Num5: 33; Num6: 38
2,5,6,13,28,44,Num1: 2; Num2: 5; Num3: 6; Num4: 13; Num5: 28; Num6: 44
8,13,14,30,38,39,Num1: 8; Num2: 13; Num3: 14; Num4: 30; Num5: 38; Num6: 39
20,30,36,38,41,45,Num1: 20; Num2: 30; Num3: 36; Num4: 38; Num5: 41; Num6: 45
6,8,28,33,38,39,Num1: 6; Num2: 8; Num3: 28; Num4: 33; Num5: 38; Num6: 39
2,8,15,22,25,41,Num1: 2; Num2: 8; Num3: 15; Num4: 22; Num5: 25; Num6: 41
14,21,29,31,32,37,Num1: 14; Num2: 21; Num3: 29; Num4: 31; Num5: 32; Num6: 37
2,7,12,15,21,34,Num1: 2; Num2: 7; Num3: 12; Num4: 15; Num5: 21; Num6: 34
6,7,10,16,38,41,Num1: 6; Num2: 7; Num3: 10; Num4: 16; Num5: 38; Num6: 41
7,18,30,39,40,41,Num1: 7; Num2: 18; Num3: 30; Num4: 39; Num5: 40; Num6: 41
8,17,27,33,40,44,Num1: 8; Num2: 17; Num3: 27; Num4: 33; Num5: 40; Num6: 44
2,12,14,33,40,41,Num1: 2; Num2: 12; Num3: 14; Num4: 33; Num5: 40; Num6: 41
3,5,14,20,42,44,Num1: 3; Num2: 5; Num3: 14; Num4: 20; Num5: 42; Num6: 44
5,7,9,11,32,35,Num1: 5; Num2: 7; Num3: 9; Num4: 11; Num5: 32; Num6: 35
5,7,20,22,37,42,Num1: 5; Num2: 7; Num3: 20; Num4: 22; Num5: 37; Num6: 42
5,12,14,32,34,42,Num1: 5; Num2: 12; Num3: 14; Num4: 32; Num5: 34; Num6: 42
16,17,22,31,34,37,Num1: 16; Num2: 17; Num3: 22; Num4: 31; Num5: 34; Num6: 37
10,11,15,25,35,41,Num1: 10; Num2: 11; Num3: 15; Num4: 25; Num5: 35; Num6: 41
2,8,20,30,33,34,Num1: 2; Num2: 8; Num3: 20; Num4: 30; Num5: 33; Num6: 34
14,15,16,19,25,43,Num1: 14; Num2: 15; Num3: 16; Num4: 19; Num5: 25; Num6: 43
2,4,20,34,35,43,Num1: 2; Num2: 4; Num3: 20; Num4: 34; Num5: 35; Num6: 43
3,13,18,33,37,45,Num1: 3; Num2: 13; Num3: 18; Num4: 33; Num5: 37; Num6: 45
11,18,21,26,38,43,Num1: 11; Num2: 18; Num3: 21; Num4: 26; Num5: 38; Num6: 43
1,12,26,27,29,33,Num1: 1; Num2: 12; Num3: 26; Num4: 27; Num5: 29; Num6: 33
3,6,13,23,24,35,Num1: 3; Num2: 6; Num3: 13; Num4: 23; Num5: 24; Num6: 35
1,3,17,20,31,44,Num1: 1; Num2: 3; Num3: 17; Num4: 20; Num5: 31; Num6: 44
1,10,15,16,32,41,Num1: 1; Num2: 10; Num3: 15; Num4: 16; Num5: 32; Num6: 41
4,5,6,25,26,43,Num1: 4; Num2: 5; Num3: 6; Num4: 25; Num5: 26; Num6: 43
4,10,18,27,40,45,Num1: 4; Num2: 10; Num3: 18; Num4: 27; Num5: 40; Num6: 45
14,19,25,26,27,34,Num1: 14; Num2: 19; Num3: 25; Num4: 26; Num5: 27; Num6: 34
5,10,16,17,31,32,Num1: 5; Num2: 10; Num3: 16; Num4: 17; Num5: 31; Num6: 32
4,11,13,17,20,31,Num1: 4; Num2: 11; Num3: 13; Num4: 17; Num5: 20; Num6: 31
5,7,18,37,42,45,Num1: 5; Num2: 7; Num3: 18; Num4: 37; Num5: 42; Num6: 45
1,4,20,23,29,45,Num1: 1; Num2: 4; Num3: 20; Num4: 23; Num5: 29; Num6: 45
11,12,25,32,44,45,Num1: 11; Num2: 12; Num3: 25; Num4: 32; Num5: 44; Num6: 45
12,15,19,26,40,43,Num1: 12; Num2: 15; Num3: 19; Num4: 26; Num5: 40; Num6: 43
4,20,26,28,35,40,Num1: 4; Num2: 20; Num3: 26; Num4: 28; Num5: 35; Num6: 40
12,20,23,28,30,44,Num1: 12; Num2: 20; Num3: 23; Num4: 28; Num5: 30; Num6: 44
11,17,21,24,26,36,Num1: 11; Num2: 17; Num3: 21; Num4: 24; Num5: 26; Num6: 36
13,14,17,32,41,42,Num1: 13; Num2: 14; Num3: 17; Num4: 32; Num5: 41; Num6: 42
2,7,17,28,29,39,Num1: 2; Num2: 7; Num3: 17; Num4: 28; Num5: 29; Num6: 39
1,10,20,32,35,40,Num1: 1; Num2: 10; Num3: 20; Num4: 32; Num5: 35; Num6: 40
